Topic,Count,Name,Representation,Representative_Docs
299,31,299_cash_private equity_private_china tech,"['cash', 'private equity', 'private', 'china tech', 'taps', 'equity', 'tech seeks', 'ways curb', 'tap china', 'takes infused']","['How BlackRock’s insatiable $98bn ETF appetite is fuelling new Bitcoin price record', 'Private Credit Firms Build Cash Hoards to Gain Share of $5.2 Trillion Consumer Debt Market', 'Private equity sees profits in power utilities as electric bills rise and Big Tech seeks more energy']"
300,31,300_advisory pre_content advisory_nyse content_market update,"['advisory pre', 'content advisory', 'nyse content', 'market update', 'content', 'pre market', 'update february', 'advisory', 'pre', 'nyse']","['NYSE CONTENT ADVISORY: PRE-MARKET UPDATE FOR FEBRUARY 4th', 'NYSE CONTENT ADVISORY: PRE-MARKET UPDATE FOR FEBRUARY 3rd', 'NYSE Content Advisory: Pre-Market update']"
301,31,301_investing radar_radar_radar invesco_invesco amp,"['investing radar', 'radar', 'radar invesco', 'invesco amp', 'investing', 'radar ishares', 'amp midcap', 'midcap', 'ishares amp', 'invesco']","['Should Invesco S&amp;P MidCap 400 Equal Weight ETF (EWMC) Be on Your Investing Radar?', 'Should Invesco S&amp;P MidCap 400 Pure Growth ETF (RFG) Be on Your Investing Radar?', 'Should Invesco S&amp;P MidCap 400 Pure Value ETF (RFV) Be on Your Investing Radar?']"
302,31,302_blockchain_real time_partner streamline_portfolio analytics,"['blockchain', 'real time', 'partner streamline', 'portfolio analytics', 'data flows', 'connects', 'tokenized', 'securities services', 'analytics', 'selects']","['__COMPANY__ and FactSet Partner to Streamline Data Flows Across Front, Middle &amp; Back Office', 'Loomis Sayles Selects __TICKER__ Climate to Advance Climate Risk Integration Across Global Fixed Income &amp; Equity Portfolios', '__COMPANY__ Launches Pay with Points in Hong Kong, Offset purchases with credit card points at any local merchant with just three clicks on the mobile phone']"
303,31,303_stock exchange_agreement nasdaq_technology agreement_sign,"['stock exchange', 'agreement nasdaq', 'technology agreement', 'sign', 'exchange sign', 'market technology', 'new market', 'sign new', 'memorandum understanding', 'memorandum']","['Nasdaq and Bermuda Stock Exchange Sign New Market Technology Agreement', 'The New York Stock Exchange and Indonesia Stock Exchange Sign Memorandum of Understanding', 'The New York Stock Exchange and the Tel Aviv Stock Exchange Sign Memorandum of Understanding on Dual Listings']"
304,31,304_falls beats_profit falls_falls_profit,"['falls beats', 'profit falls', 'falls', 'profit', '2025 targets', 'q4 expectations', 'volatile misses', 'expectations raises', 'profit streak', 'shares volatile']","['__COMPANY__ profit falls but beats target', '__COMPANY__ shares volatile after misses Q4 expectations, raises 2025 targets', 'UPDATE 4- __COMPANY__ shares volatile after misses Q4 expectations, raises 2025 targets']"
305,31,305_support exits_wealthy sources_rates asia_seeks shore,"['support exits', 'wealthy sources', 'rates asia', 'seeks shore', 'higher deposit', 'offers higher', 'shore support', 'climate investor', 'asia woo', 'suisse offers']","['UPDATE 1-Climate investor group seeks to shore up support after US exits', 'Credit Suisse offers higher deposit rates in Asia to woo the wealthy - sources', 'UPDATE 2-Credit Suisse offers higher deposit rates in Asia to woo the wealthy - sources']"
306,31,306_stock hits_hits 52_week high_52 week,"['stock hits', 'hits 52', 'week high', '52 week', 'buy stock', '52', 'time buy', 'right time', 'time', 'hits']","['__COMPANY__ Hits 52-Week High: Should You Buy the Stock Now?', '__COMPANY__ Mellon Stock Hits 52-Week High: Is This the Right Time to Invest?', '__COMPANY__ Stock Hits 52-Week High: Is This the Right Time to Buy?']"
307,30,307_ended_form 10_chase files_files form,"['ended', 'form 10', 'chase files', 'files form', 'quarter ended', '10 quarter', 'form', 'ended march', 'files', 'ended june']","['__COMPANY__ Chase Files Form 10-Q for the Quarter Ended March 31, 2023', '__COMPANY__ Chase Files Form 10-Q for the Quarter Ended March 31, 2021', '__COMPANY__ Chase Files Form 10-Q for the Quarter Ended March 31, 2022']"
308,30,308_important ai_according blackrock_stock according_ai stock,"['important ai', 'according blackrock', 'stock according', 'ai stock', 'important', 'according', 'ai', 'blackrock', 'incorporated', 'nrg']","['Broadcom Inc. (AVGO): A Very Important AI Stock According to BlackRock', 'NVIDIA Corporation (NVDA): A Very Important AI Stock According to BlackRock', 'Apple Inc. (AAPL): A Very Important AI Stock According to BlackRock']"
309,30,309_farmland_farmland values_farmer sentiment_farmer,"['farmland', 'farmland values', 'farmer sentiment', 'farmer', 'input', 'canada economy', 'economy', 'sentiment', 'inflation slows', 'producers']","['High input costs and rising interest rates top concerns as farmer sentiment remains unchanged', 'Ag Economy Barometer remains strong; producers concerned about possible changes in estate tax policy', 'As producer sentiment holds steady, farmers weigh in on rising input prices and farmland values']"
310,30,310_trending tickers_tickers_trending_tickers nvidia,"['trending tickers', 'tickers', 'trending', 'tickers nvidia', 'tickers apple', 'nvidia tesla', 'boeing', 'nvidia', 'super micro', 'intel']","['Trending tickers: Nvidia, Tesla, Ford, Intel and BP', 'Trending tickers: Nvidia, Tesla, SoftBank, C3.ai, Bitmine and Ørsted', 'Trending tickers: Nvidia, Tesla, SoftBank, C3.ai and Bitmine']"
311,30,311_jim cramer_cramer_jim_amp jim,"['jim cramer', 'cramer', 'jim', 'amp jim', 'cramer amp', 'cramer going', 'scharf', 'terrific', 'buy jim', 'ceo charlie']","['Jim Cramer on __COMPANY__ : “I Can’t Get Excited About It”', 'Jim Cramer on __COMPANY__ : “It’s Going to go Higher”', 'Jim Cramer on __COMPANY__ &amp; Company __TICKER__ CEO Charlie Scharf: ‘He’s Terrific’']"
312,30,312_insiders_worth stock_worth_stock earlier,"['insiders', 'worth stock', 'worth', 'stock earlier', 'stock high', 'insiders sold', 'earlier year', 'earlier', 'insiders handsome', 'handsome reward']","['__COMPANY__ Inc. ( __TICKER__ ) insiders who sold US$4.6m worth of stock earlier this year are probably glad they did so as market cap slides to US$83b', '__COMPANY__ Inc. ( __TICKER__ ) insiders who sold US$4.6m worth of stock earlier this year are probably glad they did so as market cap slides to US$88b', '__COMPANY__ Inc. ( __TICKER__ ) insiders who sold US$4.6m worth of stock earlier this year are probably glad they did so as market cap slides to US$93b']"
313,30,313_summary expectations_performance indications_consolidated research_analysis key,"['summary expectations', 'performance indications', 'consolidated research', 'analysis key', 'indications', 'indications consolidated', 'key performance', 'summary', 'fundamental analysis', 'research 2018']","['Consolidated Research: 2018 Summary Expectations for At Home Group, __COMPANY__ , Curis, Novavax, HNI, and Freshpet — Fundamental Analysis, Key Performance Indications', 'Consolidated Research: 2018 Summary Expectations for Humana, DexCom, Royal Dutch Shell, First Connecticut, __COMPANY__ , and Equifax — Fundamental Analysis, Key Performance Indications', 'Consolidated Research: 2018 Summary Expectations for Take-Two, __TICKER__ Group, Intuit, Henry Schein, VeriSign, and Regeneron – Fundamental Analysis, Key Performance Indications']"
314,30,314_highs_trades 200_time hold_sma time,"['highs', 'trades 200', 'time hold', 'sma time', 'day sma', 'bank stocks', '200 day', 'sma', 'new highs', 'time']","['Should You Really Buy Stocks as the S&amp;P 500 Roars by Record Highs? History Gives a Shocking Answer.', 'Intercontinental Exchange Trades Above 200-Day SMA: Time to Hold?', 'CME Group Trades Above 200-Day SMA: Time to Hold CME Stock?']"
315,30,315_survey finds_survey_finds_business leaders,"['survey finds', 'survey', 'finds', 'business leaders', 'annual survey', 'leaders', 'bank survey', 'optimistic', 'middle income', 'challenges']","['French Business Leaders Remain Focused on Growth Amid Cost and Labor Concerns, Third Annual __COMPANY__ Survey Finds', 'German Business Leaders Remain Optimistic on Growth and Economy Despite Pandemic, Inaugural __COMPANY__ Survey Finds', 'Australian Business Leaders Remain Optimistic About Growth While Battling Inflation Challenges, Second Annual __COMPANY__ Survey Finds']"
316,30,316_feels_wood etf_woman ceos_2021 battle,"['feels', 'wood etf', 'woman ceos', '2021 battle', 'trade investors', 'tweak revolutionize', 'true twitter', 'trend blackrock', 'base formed', 'thread companies']","[""Marjorie Taylor Greene Put Money In BlackRock's Bitcoin ETF This Year — Here's How Her Returns Stack Up Against Others In Congress"", ""The Saucer Base: This Bank Stock's Base Formed At A Geological Pace"", 'Goldman’s first over-the-counter crypto trade shows how digital currencies went from reject to hottest asset class on Wall Street']"
317,30,317_avoid_ntes avoid_gds_ntes,"['avoid', 'ntes avoid', 'gds', 'ntes', 'netease ntes', 'aon', 'netease', 'dell', 'avlr', 'amgn avoid']","['Should I Avoid Laboratory Corp. of America Holdings (LH)?', 'Should I Avoid Crown Castle International Corp. (REIT) (CCI)?', 'Should I Avoid NetEase, Inc (NTES)?']"
318,29,318_universal registration_registration document_registration_document,"['universal registration', 'registration document', 'registration', 'document', 'universal', 'availability', 'financial report', 'amendment', 'document annual', 'availability amendment']","['__COMPANY__ : Availability of the third amendment to the 2022 Universal Registration Document', '__COMPANY__ : Availability of the first amendment to the 2023 Universal Registration Document', '__COMPANY__ : Availability of the third amendment to the 2023 Universal Registration Document']"
319,29,319_beat store_touches_pull surprise_week high,"['beat store', 'touches', 'pull surprise', 'week high', '52 week', 'store', '52', 'play stock', 'stock touches', 'touches 52']","['Apollo Stock Touches a New 52-Week High: Is It Worth a Look?', 'Raymond James Touches 52-Week High: Is RJF Stock Worth Betting on?', 'Franklin Touches 52-Week High: How to Play the Stock Now?']"
320,29,320_blog highlights_analyst blog_zacks analyst_blog,"['blog highlights', 'analyst blog', 'zacks analyst', 'blog', 'zacks', 'highlights', 'analyst', 'xsd', 'soxx', 'smh']","['The Zacks Analyst Blog Highlights QQQ, QQQM, QQEW, QQQJ and QQQE', 'The Zacks Analyst Blog Highlights SOXX, SMH, SOXQ, XSD and PSI', 'The Zacks Analyst Blog Highlights : XSD, QQQ, SOXX, FTXL, and PSI']"
321,29,321_stock rating_rating upgraded_rating_upgraded,"['stock rating', 'rating upgraded', 'rating', 'upgraded', 'upgrades', 'outlook upgrades', 'upgraded buy', 'eur 50', 'stock overweight', 'growth outlook']","['Arabian Drilling stock rating upgraded to Buy by __TICKER__ despite dividend halt', 'Kakao stock rating upgraded to Buy at __TICKER__ on improving fundamentals', '__COMPANY__ stock rating upgraded by CFRA to Buy on growth outlook']"
322,29,322_deals week_card deals_best credit_deals,"['deals week', 'card deals', 'best credit', 'deals', 'mortgage deals', 'best uk', 'uk mortgage', 'january best', 'credit card', 'card']","['Best credit card deals of the week, 2 April', 'Best credit card deals of the week, 8 January', 'Best credit card deals of the week']"
323,29,323_way_thrive_energy transition_way goldman,"['way', 'thrive', 'energy transition', 'way goldman', '000x growth', 'transition green', 'war markets', 'upside plugging', 'transition leveraging', 'buy utility']","[""'Getting an MBA continues to be an incredibly good investment': Columbia Business School Dean"", 'Worth Grabbing Onto? This AI Stock Forms Rare, Powerful Pattern And Eyes Entry.', ""The Tokenization Market Has A 4,000x Growth Potential According Bitwise: Here's 'The Cleanest Way' To Invest In The Narrative""]"
324,29,324_markets declares_dividend cboe_declares_quarterly dividend,"['markets declares', 'dividend cboe', 'declares', 'quarterly dividend', 'global markets', 'declares second', 'cboe global', 'cash dividend', 'declares quarter', 'dividend rowe']","['Cboe Global Markets Declares Second-Quarter 2021 Dividend', 'Cboe Global Markets Declares Second-Quarter 2022 Dividend', 'Cboe Global Markets Declares Second-Quarter 2025 Dividend']"
325,29,325_larry fink_larry_enemies_calls warren,"['larry fink', 'larry', 'enemies', 'calls warren', 'thiel calls', 'fink', 'dimon larry', 'scammers', 'stole', 'peter thiel']","['A millennial founder who sold her company to JP Morgan for $175 million allegedly paid a college professor $18K to fabricate 4 million accounts. Their email exchange is a doozy', 'Peter Thiel calls Warren Buffett, Jamie Dimon, and Larry Fink a ‘finance gerontocracy’ and ‘enemies of bitcoin’', 'Peter Thiel calls Warren Buffett a ‘sociopathic grandpa from Omaha,’ taking aim at Bitcoin’s ‘enemies’ Jamie Dimon and Larry Fink']"
326,29,326_reshuffles_leadership_eyes successor_russia dubai,"['reshuffles', 'leadership', 'eyes successor', 'russia dubai', 'employees moving', 'leadership eyes', 'leadership wealth', 'revamps investment', 'moving russia', 'names senior']","['__TICKER__ Revamps U.S. Investment Bank as Four Senior Executives Exit', 'UPDATE 1- __COMPANY__ CEO shakes up leadership with eyes on successor', '__COMPANY__ CEO Shakes Up Leadership With Eyes on a Successor']"
327,29,327_group leading_technology industry_select branches_intelligence data,"['group leading', 'technology industry', 'select branches', 'intelligence data', 'dydx', 'stations select', 'international data', 'platform technology', 'leading market', 'charging']","['Blackstone Tactical Opportunities to Acquire the Certified Collectibles Group, a Leading Provider of Tech-Enabled Authentication, Grading and Conservation Services for the Global Collectibles Industry', 'Blackstone Completes Acquisition of International Data Group, a Leading Market Intelligence and Data Platform for the Technology Industry', 'Blackstone to Acquire International Data Group, a Leading Market Intelligence and Data Platform for the Technology Industry']"
328,29,328_earnings conference_conference presentation_edited transcript_gmt,"['earnings conference', 'conference presentation', 'edited transcript', 'gmt', '25 earnings', 'edited', 'et', 'gmt edited', 'presentation', 'q3 25']","['__COMPANY__ Q3 25 Earnings Conference Call AT 9:30 AM ET', '__COMPANY__ Q2 25 Earnings Conference Call At 8:00 AM ET', 'Edited Transcript of __TICKER__ .MC earnings conference call or presentation 28-Jul-22 8:00am GMT']"
329,29,329_cagr_earnings growth_rate lags_delivered shareholders,"['cagr', 'earnings growth', 'rate lags', 'delivered shareholders', 'cagr delivered', 'outpaced earnings', 'growth rate', 'year period', 'cagr outpaced', 'growth year']","[""__COMPANY__ 's ( __TICKER__ ) 29% CAGR outpaced the company's earnings growth over the same five-year period"", ""__COMPANY__ 's ( __TICKER__ ) earnings growth rate lags the 7.9% CAGR delivered to shareholders"", ""__COMPANY__ 's ( __TICKER__ ) 6.6% CAGR outpaced the company's earnings growth over the same five-year period""]"
